text,label
"Subject: FW: Security Smart ID Tags-Off Property Usage



 -----Original Message-----
From: 	Wright, Lee  
Sent:	Thursday, October 18, 2001 4:37 PM
To:	Bodyshop
Subject:	Security Smart ID Tags-Off Property Usage


To remain consistent with Enron's directive to improve security access to the building, all Enron Body Shop members are required to check-in at the Body Shop Front Desk and present an Enron Photo ID badge or another form of Photo ID to the Security Officer each time you visit.  To assist our members who participate in outdoor activities during their visit, Security SMART ID tags are available at the Body Shop Front Desk for your convenience.  Simply slide the SMART ID tag through the shoe laces between an eyelet and snap the tag closed.  

The SMART ID tags serve both as a safety identification tag while members are exercising off property as well as provide the security identification verification required when entering the Body Shop.  Each day you plan to exercise outside, present your Enron Photo ID Badge or another form of Photo ID to the Front Desk Receptionist to receive your temporary Security SMART ID.  Your Photo ID will be returned to you when you return the SMART ID tag to the Front Desk at the end of your visit.  
",GENERAL
"Subject: Thank You

Phillip,

I want to thank you for spending so much time with us today; I think we are
getting to a good level of detail and we accomplished a lot today. I left a
message for Ed and asked him to just focus on one or two difficult problems
because we are planning to also include some of your ""easy"" problems in the
simulation.

We will look forward to getting the outlines for the remaining four
scenarios from you early next week. Please let us know if something comes
up and you don't think you'll be able to work on them.

We'll call Ina with the room for next Friday. Thanks again for all your
help, and have a great weekend.
Mery


This message is for the designated recipient only and may contain
privileged or confidential information.  If you have received it in error,
please notify the sender immediately and delete the original.  Any other
use of the email by you is prohibited.",GENERAL
"Subject: All-Employee Meeting

I want to remind you about our All-Employee Meeting this Tuesday, Oct. 23, at 10 a.m. Houston time at the Hyatt Regency.  We obviously have a lot to talk about.  Last week we reported third quarter earnings.  We have also been the subject of media reports discussing transactions with LJM, a related party previously managed by our chief financial officer.  Today, we announced that we received a request for information from the Securities and Exchange Commission regarding related party transactions.

I know you will have a number of questions about these issues and events, which I will address.   As usual, I will be as candid as I can.  I will do my best to provide answers and talk about where we go from here.  I encourage each of you to attend or tune in tomorrow.",EVENT
"Subject: A hard act to follow: the future for energy without Enron

  
	


                        	                       Updated: Dec. 28, 2001                               [IMAGE]A hard act to follow: the future for energy without Enron  The energy industry is beginning to imagine its future without the swashbuckling Enron, the future of which could now rest with bankruptcy courts on both sides of the Atlantic.                                                                                                                                                                                                                                [IMAGE]Fight over hydro project could become war Outcome could set precedent for other relicensing   Environmental issues may be deciding factor                                                          [IMAGE]Shedding light on power prices EU study shows end of price transparency  Denmark residential customers pay more  VAT impacts prices                                                          [IMAGE]A sci-fi twist in clean coal research Bioprocessing cleans impurities  Scientists create coal-adapted microbes                                                 PSI Energy asks Ind. regulators to approve plant transfer [IMAGE]full story...  Arkansas PSC recommends state delay or scrap competition [IMAGE]full story...  Delta Petroleum acquires private Piper Petroleum [IMAGE]full story...  Chavez expects modest oil price recovery in 2002 [IMAGE]full story...  Missouri PSC grants MGE variance on disconnections [IMAGE]full story...  FERC backs Texas co-op in pass-through dispute [IMAGE]full story...  Brazil makes minor changes in new fuel market rules [IMAGE]full story...  With pipe/lease plan, SCG eyes Georgia, South Carolina [IMAGE]full story...  AGA: Storage stocks drop 81 Bcf to 2.980 Tcf; 91% full [IMAGE]full story...  AES settles tariff with Brazil in industry-wide accord [IMAGE]full story...  [IMAGE]To view all of today's Executive News headlines, [IMAGE]click here                              Copyright ? 2001 - Platts, All Rights Reserved      Market Brief  Thursday, December 27  Stocks Close Change % Change DJIA 10,131.31 43.2  0.43% DJ 15 Util. 292.86 3.1  1.06% NASDAQ 1,976.36 15.66  0.80% S&P 500 1,157.12 7.8  0.67%     Market Vols Close Change % Change AMEX (000) 88,986 (6,091.0) -6.41% NASDAQ (000) 1,229,831 102,400.0  9.08% NYSE (000) 881,030 88,396.0  11.15%     Commodities Close Change % Change Crude Oil (Feb) 20.9 (0.37) -1.74% Heating Oil (Jan) 0.5927 (0.002) -0.32% Nat. Gas (Henry) 2.52 (0.391) -13.43% Propane (Jan) 33.75 (0.50) -1.46% Palo Verde (Jan) 28.00 0.00  0.00% COB (Jan) 28.00 0.00  0.00% PJM (Jan) 31.15 0.00  0.00%     Dollar US $ Close Change % Change Australia $  1.970 0.002  0.10% Canada $   1.60 (0.004) -0.25% Germany Dmark  2.21 (0.011) -0.49% Euro   0.8835 0.004  0.50% Japan ?en  131.7 0.900  0.69% Mexico NP 9.13 0.000  0.00% UK Pound   0.6885 0.0006  0.09%     Foreign Indices Close Change % Change Arg MerVal 320.46 0.00  0.00% Austr All Ord. 3,354.70 19.50  0.58% Braz Bovespa 13755.65 397.23  2.97% Can TSE 300  7650.60 98.01  1.30% Germany DAX 5117.13 98.12  1.95% HK HangSeng 11359.5 149.72  1.34% Japan Nikkei 225  10457.61 265.04  2.60% Mexico IPC  6414.60 6371.84  0.53% UK FTSE 100 5,213.20 35.80  0.69%       Source:  Yahoo!, TradingDay.com and NYMEX.com   	                                	  	


 - bug_black.gif 
 - Market briefs.xls",SPAM/PROMO
"Subject: Meet the dark side of Windows XP



_____________________DAVID COURSEY_____________________

MEET THE DARK SIDE OF WINDOWS XP

    While I really like Microsoft's new operating
         system, there are still some issues that may
         make it impossible for you to upgrade. And
         other issues may make you want to skip XP entirely.
         Here are a dozen potential roadblocks to consider--don't
         upgrade before you read this!

http://cgi.zdnet.com/slink?/adeskb/adt1022/2819063:8593142


#


_____________________NEWS ANALYSIS_____________________

Patrick Houston

    LATEST THREAT TO RECORD LABELS: THE DOJ

    Another cyberspace monopoly? Dept.
    of Justice investigators have begun
    a preliminary investigation into whether
    the music labels are violating antitrust
    laws--a probe that could derail the
    industry's precarious foothold in
    online music distribution.

     PLUS:

      MICROSOFT PLAYS INTO HACKERS' HANDS


      CALLING ALL CARS--VIA TEXT MESSAGES!


http://cgi.zdnet.com/slink?/adeskb/adt1022/2819300:8593142





_____________________EXPERT ADVICE_____________________


Larry Dignan


   HOW MCAFEE.COM IS CASHING IN ON VIRUSES

   The increasing incidence of computer viruses
         may be cause for angst among Netizens, but
         it's a big reason why McAfee.com remains a
         profitable dot-com. Larry offers up CEO Srivats
         Sampath's observations on success and the
         future.


http://cgi.zdnet.com/slink?/adeskb/adt1022/2819067:8593142


			> > > > >


David Berlind

  WHY MS'S PASSWORD-REVEALING GLITCH SHOULD WORRY YOU

   The use of beta software to build an MS page
         and let developers troubleshoot led to a ZDNet
         TechUpdate reader's personal information
         being completely revealed. David discusses
         how sloppiness can lead to security woes.



http://cgi.zdnet.com/slink?/adeskb/adt1022/2819071:8593142


			> > > > >


Preston Gralla


   FINALLY! 3 BETTER WAYS TO VIEW AND PRINT FILES

   Forget Windows' built-in (and hopelessly
         anemic) file viewers. You need a better way
         to keep an eye on your documents, and Preston
         has just the solution: three feature-packed
         file viewers that'll make reviewing your
         files a snap.


http://cgi.zdnet.com/slink?/adeskb/adt1022/2819068:8593142


			> > > > >


_____________________CRUCIAL CLICKS_____________________
Make sure you see these features on ZDNet today!

FIRST TAKE: NORTON INTERNET SECURITY 2002
http://www.zdnet.com/products/stories/reviews/0,4161,2816682,00.html


HOW TO BUILD 'CUSTOMER DELIGHT'
http://chkpt.zdnet.com/chkpt/adeskclicks/www.zdnet.com/techupdate/stories/main/0,14179,2814305,00.html

HOW (AND WHY) TO HIRE A HACKER
http://chkpt.zdnet.com/chkpt/adeskclicks/www.zdnet.com/techupdate/stories/main/0,14179,2817146,00.html



******************ELSEWHERE ON ZDNET!******************

Get FREE downloads for IT pros at TechRepublic
http://cgi.zdnet.com/slink?153975:8593142

Need a new job? Browse through over 90,000 tech job listings.
http://cgi.zdnet.com/slink?153976:8593142

eBusiness Update: Content Management systems grow up.
http://cgi.zdnet.com/slink?153977:8593142

Access your computer from anywhere with GoToMyPC.
http://cgi.zdnet.com/slink?153978:8593142

Check out the latest price drops at Computershopper.com.
http://cgi.zdnet.com/slink?153979:8593142

*************************************************************






AnchorDesk comes to you free of charge as a
service of ZDNet. On its companion Web site,
AnchorDesk includes full details on the stories
you see above, plus late-breaking news, links
to in-depth information, and much more. Visit:
http://www.anchordesk.com/

To subscribe, unsubscribe, or make changes to your subscription,
please go to:
 http://cgi.zdnet.com/slink?130228

We are sending this news alert to the address:
pallen@ENRON.COM
Please make sure to provide this address in
all your e-mail messages to us.  Thanks!

Copyright ? 2001 ZD Inc. ZDNet is a registered
service mark of ZD Inc. ZDNet Logo is a service
mark of ZD Inc.


 ###",SPAM/PROMO
"Subject: NGI Publications - Monday, October 22nd 2001

Dear phillip,


This e-mail is automated notification of the availability of your
current Natural Gas Intelligence Newsletter(s). Please use your
username of ""pallen"" and your password to access

       NGI's Daily Gas Price Index

       NGI's Weekly Gas Price Index

       Natural Gas Intelligence, the Weekly Newsletter

http://intelligencepress.com/subscribers/index.html

If you have forgotten your password please visit
  http://intelligencepress.com/password.html
and we will send it to you.

If you would like to stop receiving e-mail notifications when your
publications are available, please reply to this message with
REMOVE E-MAIL in the subject line.

Thank you for your subscription.

For information about other Intelligence Press products and services,
including maps and glossaries visit our web site at
http://intelligencepress.com or call toll-free (800) 427-5747.

ALL RIGHTS RESERVED. (c) 2001, Intelligence Press, Inc.
---
           ",SPAM/PROMO
"Subject: Apply online for a No Deposit VISA or Master Card today!


Click To Apply Today!!! 	
	
    If you do not wish to receive future promotions, click  here  to unsubscribe.  	

[IMAGE]",SPAM/PROMO
"Subject: Reminder: AXP Q3 Earnings Announcement on October 22, 2001

If you cannot read this email, please click here . 

Earnings.com - AXP Earnings Detail
Earnings.com 	[IMAGE] 	
	  American Express Company(AXP)              [IMAGE] View Today's Earnings Announcements        Earnings Date Upcoming Announcement October 22, 2001  BEFORE MARKET    Add This Event To My Calendar    Upcoming Conference Call N/A      Last Conference Call April 23, 2001 12:00PM Click To Listen       Last Earnings Headline    September 17, 2001 5:20 PM - American Express Expects Third Quarter Earnings to Be Negatively Affected By Recent Terrorist Attacks  - PR NEWSWIRE  Note: All times are Eastern Standard Time (EST)     Consensus EPS Estimate This Qtr Jun 2001 Next Qtr Sep 2001 This Fiscal Year Dec 2001 Next Fiscal Year Dec 2002 Avg Estimatem (mean) $0.53 $0.56 $2.05 $2.41 # of Estimates 17 13 20 19 Low Estimate $0.50 $0.52 $1.92 $2.20 High Estimate $0.57 $0.60 $2.15 $2.55 Year Ago EPS $0.54 $0.54 $2.07 $2.05 EPS Growth -1.56% 4.51% -0.75% 17.16%    Quarterly Earnings Mar 2001 Dec 2000 Sep 2000 Jun 2000 Mar 2000 Estimate EPS $0.39 $0.50 $0.54 $0.53 $0.47 Actual EPS $0.40 $0.50 $0.54 $0.54 $0.48 Difference $0.01 $0.00 $0.00 $0.01 $0.01 % Surprise 2.56% 0.00% 0.00% 1.89% 2.13%    Earnings Growth Last 5 Years This Fiscal Year Next Fiscal Year Ave Est Next 5 Years P/E (FY 2001) PEG Ratio AXP Industry Rank: 15 of 19 14.50% -0.75% 17.16% 13.54% 18.63 1.38 INDUSTRY  FIN-MISC SVCS  20.10% 16.40% 19.60% 16.40% 45.42 2.32 SECTOR FINANCE              2.95% 11.58% 54.18% 11.44% 13.41 1.35 S&P 500 8.40% -4.20% 14.60% 17.00% 22.15 1.31    Long-term Growth Avg Est High Est Low Est Estimates AXP  13.54%  15.00%  12.00%  14      Covering Analysts:   View History     A.G. Edwards   ABN AMRO   Argus Research   Banc of America   Bear Stearns   CIBC World Markets   CSFB   Chase H&Q   Deutsche Bank   Edward D. Jones   First Union Capital   Goldman Sachs   Keefe, Bruyette   Lehman Brothers   Merrill Lynch   Morgan Stanley, DW   Nutmeg Securities   Pershing   Prudential Securities   Robertson Stephens   Salomon Smith Barney   Us Bancorp PJ   Warburg Dillon Reed    Zacks All research data provided by  Zacks Investment Research.    Net EarningsEarnings data provided by  Net Earnings Corporation , the leading provider of future financial information and calendars.   	

? 1999-2001 Earnings.com, Inc., All rights reserved about us  | contact us  |  webmaster  | site map  privacy policy  | terms of service ",EVENT
"Subject: Yahoo! Newsletter, October 2001

[IMAGE]
 [IMAGE][IMAGE]      [IMAGE] Market Coverage and World News Live Yahoo! FinanceVision brings you the latest from Washington, New York, and across the globe.  Coverage is live and  interactive, including news conferences with the President, the Pentagon, and the FBI. Guests and analysts answer your questions.  View continuous financial updates from the New York Stock Exchange  and the NASDAQ Marketsite. No television in your office? No problem. Watch FinanceVision  at your desk.   Movies in Your Mailbox Find out what's new at the movies via email updates from Yahoo! Movies. Local showtimes, information about new   releases, and the latest buzz from Hollywood -- delivered direct to your inbox. Subscribe  for free today.  Take Control of Your Remote Tune in to Yahoo! TV  for what 's new on the tube.  Survivor is back,  and so is our popular Survivor Pick'em Game .  Play with a group of friends, family, or co-workers, or join a public group to compete with fans across the United States. For an opinionated look at this year's TV lineup, don't miss the Fall TV Guide .  Make a Personal Connection Looking for someone special? A new friend to hang out with? Millions of people use Yahoo! Personals  -- the person you're looking for might be on Yahoo! looking for you!  Search the ads or post your own for free. Then connect for less than $20 per month.  Take advantage of this special for new members:  Join ClubConnect now and get your first month free. Offer available until November 30, 2001.      More Great Ways to Yahoo!    Short Takes   *  Take the Court   - Basketball season is just around the corner. Get in on the action with Yahoo! Sports Fantasy NBA . Run your own  team of real National Basketball Association players from the season's  opening tip to the final battles in April.  *  My Red, White, and Blue Yahoo!  - Update your personalized My Yahoo! page with a custom theme. Choose from Stars & Stripes, Old Glory, Pink Ribbons, your favorite NBA team theme, Sanrio's Hello Kitty, or Yahoo!Delic, a perennial favorite.  *  Yahoo! Travel  -   Find easy air, hotel, and rental car reservations, vacation and cruise packages, and the latest resources  for travelers. *  Yahoo! Finance Bond Center  -   Everything you need to know about bonds and their increasing popularity among investors in today's uncertain markets.  *  Make Yahoo! Your Home Page  - If your browser lived here , you'd be home now .      Cool Stuff   *  Halloween Central  - Shop for costumes, decorations, candy, and treats for the spookiest day of the year. *  Bobbing for Bargains  - Bid on scary stuff in the Halloween Showcase from Yahoo! Auctions. *  Can't Wait to Read?  - Try an ebook -- a digital version of a print book that you can download and read.  We've got your favorites, from Nora Roberts  to Stephen King  (Riding the Bullet -- only $2).  *  Yahoo! Photos  -   Need more room for your digital pictures? Sign up for 50MB more photo storage -- only $29.95 per year. *  Sit Courtside With Spike Lee  - Bid for the chance to watch Michael Jordan and the Wizards battle the Knicks in New York on October 30.   To support the families of those most affected by the tragic events of September 11th, all proceeds from the winning bid will be donated to the UFA Widows and Children Fund.       Copyright ? 2001 Yahoo! Inc.  	


 	
   You received this email because your account information indicates that you wish to be contacted about special offers, promotions and Yahoo! features.  If you do not want to receive further mailings from Yahoo! Delivers, unsubscribe by clicking here  or by replying to this email.  You may also modify  your delivery options at any time.   To learn more about Yahoo!'s use of personal information, including the use of web beacons  in HTML-based email, please read our Privacy Policy . \ 	
",SPAM/PROMO
"Subject: CBS SPORTSLINE.COM FANTASY FOOTBALL NEWSLETTER


[IMAGE]	Fantasy Football Newsletter	
  October 19, 2001  		


	
     [IMAGE]Fantasy Sports     [IMAGE]Fantasy Football     [IMAGE]CBS SportsLine.com 	
	


  Welcome to another edition of the 2001 Fantasy Football Newsletter!      The Fantasy Football newsletter will arrive in your e-mail inbox at the end of every week. We'll include news about the web site; tips on using all the features available; and answers to your player-related questions from the ""Gridiron Guru.""   	[IMAGE]	Inside      ? Fantasy Football Matchups   ? Customize Reports to Display the Info You Want   ? Gridiron Guru   ? Tip of the Week   	


 [IMAGE]  [IMAGE]  [IMAGE]  	


    Fantasy Football Matchups     Every Friday our Fantasy experts break down the key Fantasy matchup of the week. It may be a top running back facing a sturdy run defender; a deep-threat wideout matched up with a  premier cover-corner; or a gunslinging QB against a defense with ball-hawking safeties. We'll tell you who has the edge. We'll also highlight the key matchups in every NFL game to  help you decide who to start and who to bench. Check our  Fantasy News area (click News, Fantasy News on the toolbar)  Fridays for Fantasy Football Matchups.  	


    Customize Reports to Display the Info You Want     Did you know you can customize the settings of most reports  on the site, and save those settings so they are displayed  each time you visit the report? For example, suppose you'd  like the Transactions, View report to display only Add/Drops  over the past 7 days for all teams. Enter those settings,  click GO and then click the Save icon displayed over the  report. Now each time you click Transactions, View on the toolbar, the report is displayed according to your custom  settings. After you click Save you can click the E-Rept icon to have your new custom report e-mailed to you on the days you choose.  	


    Gridiron Guru     Welcome to Gridiron Guru, where we'll answer your questions about players and offer Fantasy Football roster advice. We invite you to send your own scouting reports and comments on players to: gridguru@commissioner.com . You'll get the chance to be heard by thousands of Fantasy players just like yourself!   	


  Question - Matt Biggins, Los Angeles, CA     Which two receivers should I start this weekend, out of Todd Pinkston, Bill Schroeder, Chris Carter, Terry Glenn and James McKnight? Who would you recommend starting out of Duce Staley, Stephen Davis, Ron Dayne, Kevan Barlow and Jason Brookins?    Answer - GG     As long as Schroeder (ankle) is healthy, he's a must- start against a Minnesota defense that allowed Charlie Batch to throw for 345 yards and three touchdowns last weekend. Miami has a bye, so McKnight is obviously not an option. Pinkston and Glenn both have good matchups, but we'd have to go with Carter in this case. This season has been very unpredictable, so going with your most established player in this case is the best move. To answer your second question, we'd recommend Davis against a vulnerable Carolina defense and Dayne against Philadelphia. It's tough to choose Davis, but Barlow has a bye and both Staley and Brookins will be splitting carries at best, so our hands are tied.  	


  Question - Jeff Smith, Tampa, FL     I have Jeff Garcia, who has a bye this week. I have the option of starting Jim Miller or picking up Chris Weinke. What do you recommend?    Answer - GG     Miller has been very inconsistent from a Fantasy perspective, so we'd have to side with Weinke. He'll be facing a Washington defense decimated by injuries and vulnerable to players like Muhsin Muhammad, Donald Hayes and Wesley Walls. Weinke could have a big game.  	


  Question - Scott Buzby, Newark, DE     Who should I start this week: Shannon Sharpe or Bubba Franks?  Also, is it time to drop James Thrash? Kevin Johnson, Laveranues Coles, Todd Pinkston and Joe Jurevicius are all still available.    Answer - GG     Franks has been Brett Favre's favorite target in the red zone, but Sharpe is one of the best tight ends in the league. Sharpe will always give you good production from the tight end spot, and we highly doubt that Franks will be able to continue to score touchdowns at his current pace of one per game. As far as Thrash goes, we feel he's just not good enough to be facing No.1 cornerbacks on a weekly basis, so his numbers will be inconsistent at best. Your best bet is to drop him and go after another No. 1-caliber wideout like Johnson, who could emerge as a reliable Fantasy player.  	


    Tip of the Week      Phil Brown, St. Louis, MO: When will people start giving Priest Holmes the credit he deserves? He is the best offensive option the Chiefs have, and he even has more rushing yards than Marshall Faulk after five weeks. With Dick Vermeil calling the shots in Kansas City, Holmes will continue to be a productive player all season.   	


  This message has been provided free of charge and free of obligation. If you prefer not to receive emails of this nature please send an email to remove@commissioner.com . Do not respond to this email directly.   	
",SPAM/PROMO
"Subject: Your Approval is Overdue: Access Request for matt.smith@enron.com

This request has been pending your approval for  7 days.  Please click http://itcapps.corp.enron.com/srrs/auth/emailLink.asp?ID=000000000067320&Page=Approval to review and act upon this request.





Request ID          : 000000000067320
Request Create Date : 10/11/01 10:24:53 AM
Requested For       : matt.smith@enron.com
Resource Name       : Risk Acceptance Forms Local Admin Rights - Permanent
Resource Type       : Applications



",DEADLINE
"Subject: NEWGen October Release

This email is to let you know that the October 2001 version of NEWGen is
available for download on www.rdionline.com.  If you do not want to receive
this email please reply with unsubscribe me as the subject line.

Thank You,

The NEWGen Staff",SPAM/PROMO
"Subject: E-delivery Notification - Confirms

Dear Salomon Smith Barney Client:

Your Salomon Smith Barney trade confirmation(s) has been delivered to Salomon Smith Barney Access for online viewing. To view your trade confirmation(s) online, click on the link below. You will be required to enter your Salomon Smith Barney Access User Name and Password.

https://www.salomonsmithbarney.com/cgi-bin/edelivery/econfirm.pl?47d10745b585f445e58555248323030313

Note: If you cannot access your confirmation through the link provided in this e-mail, ""cut and paste"" or type the full URL into your browser. You can also choose to view your confirmations directly from your Salomon Smith Barney Access Portfolio page by clicking the Portfolio tab and selecting ""Confirms"".

Any prospectuses related to these trade confirmations will be sent under separate cover. If you opted to receive your prospectuses online, you will receive an e-mail notice when they are available for online viewing.

If you are experiencing difficulty when viewing your confirmation online, you may need to adjust your Adobe Acrobat Options settings or upgrade your Adobe Acrobat software.  Please visit our Frequently Asked Questions area on Adobe Acrobat for assistance:

https://www.salomonsmithbarney.com/cust_srv/faq/

If you have any questions or need any assistance viewing your trade confirmations online, please contact the Online Client Service Center at 1-800-221-3636 (available 24 hours, seven days a week). If you have questions about the trades that generated the confirms, please contact your Salomon Smith Barney Financial Consultant.

Thank you.
Salomon Smith Barney

Please do not respond to this e-mail.

Salomon Smith Barney Access is a registered service mark of Salomon Smith Barney Inc.
",GENERAL
"Subject: Please Read: Resolution Center to Disconnect Toll Free number

The Resolution Center will be decommissioning one of its 888 numbers (888-877-7757) as of January 7, 2002.
You can continue to contact the Resolution Center, Toll Free, by using the following steps: 
To contact the ENW IT Resolution Center:
? Call 1-800-973-6766 (1-800-97-ENRON)
? Select 1 to transfer to an extension within the Enron Building
? Select 31411 and you will be transferred to the helpdesk.
The following options are also available through the toll-free number:
0: Connect to voice directory
1: Transfer to an extension in the Enron building
2: Access voicemail in the Enron building
3: Transfer to 3 Allen Center
4: Transfer to Omaha
5: Transfer modem or fax with 646 prefix
6: Speak to an Enron operator
7: Transfer to a fax machine in the message center
8: Transfer to Aviation
9: Leave a confidential message for Enron Chairman
Please contact the Resolution Center at 3-1411 for assistance
    
ETS customers should continue to contact the ETS Solution Center-Houston at 713-345-4745 or 888-465-4745, and the ETS Solution Center-Omaha at 402-398-7454.
 ",GENERAL
